,name
9816,Category:Super Smash Bros. for Nintendo 3DS/Wii U Screenshots
9817,Category:Super Smash Bros. for Nintendo 3DS/Wii U Sprites
9818,Category:Super Smash Bros. for Nintendo 3DS/Wii U articles lacking sources
9819,Category:Super Smash Bros. for Nintendo 3DS/Wii U articles needing attention
9820,Category:Super Smash Bros. for Nintendo 3DS/Wii U articles needing improvement
9821,Category:Super Smash Bros.
9822,Category:Supporting templates
9823,Category:Swamps
9824,Category:Switches
9825,Category:Sword Techniques
9826,Category:Swords
9827,Category:Swordsmen
9828,Category:Symbols
9829,Category:System templates
9830,Category:Systems
9831,Category:TV Episodes
9832,Category:Tabantha Frontier
9833,Category:Tabantha Tundra
9834,Category:Tarrey Town
9835,Category:Tech Demos
9836,Category:Television
9837,Category:Templates
9838,Category:Templates from Wikipedia
9839,Category:Temples
9840,Category:Terminans
9841,Category:Textures
9842,Category:The Adventure of Link Artwork
9843,Category:The Adventure of Link Fan Art
9844,Category:The Adventure of Link Files
9845,Category:The Adventure of Link Logos
9846,Category:The Adventure of Link Maps
9847,Category:The Adventure of Link Merchandise
9848,Category:The Adventure of Link Photographs
9849,Category:The Adventure of Link Printed Media
9850,Category:The Adventure of Link Screenshots
9851,Category:The Adventure of Link Sounds
9852,Category:The Adventure of Link Sprites
9853,Category:The Adventure of Link articles lacking sources
9854,Category:The Adventure of Link articles needing attention
9855,Category:The Adventure of Link articles needing improvement
9856,Category:The Adventure of Link image(s) requested
9857,Category:The Dunes
9858,Category:The Faces of Evil Artwork
9859,Category:The Faces of Evil Files
9860,Category:The Faces of Evil Logos
9861,Category:The Faces of Evil Maps
9862,Category:The Faces of Evil Printed Media
9863,Category:The Faces of Evil Screenshots
9864,Category:The Faces of Evil Sounds
9865,Category:The Faces of Evil Sprites
9866,Category:The Faces of Evil articles lacking sources
9867,Category:The Faces of Evil articles needing attention
9868,Category:The Faces of Evil articles needing improvement
9869,Category:The Legend of Zelda (Million Publishing) Artwork
9870,Category:The Legend of Zelda Artwork
9871,Category:The Legend of Zelda Fan Art
9872,Category:The Legend of Zelda Files
9873,Category:The Legend of Zelda Game Watch Artwork
9874,Category:The Legend of Zelda Game Watch Files
9875,Category:The Legend of Zelda Game Watch Logos
9876,Category:The Legend of Zelda Game Watch Photographs
9877,Category:The Legend of Zelda Game Watch Printed Media
9878,Category:The Legend of Zelda Logos
9879,Category:The Legend of Zelda Maps
9880,Category:The Legend of Zelda Merchandise
9881,Category:The Legend of Zelda Photographs
9882,Category:The Legend of Zelda Printed Media
9883,Category:The Legend of Zelda Screenshots
9884,Category:The Legend of Zelda Sounds
9885,Category:The Legend of Zelda Sprites
9886,Category:The Legend of Zelda TV Series Files
9887,Category:The Legend of Zelda TV Series Logos
9888,Category:The Legend of Zelda TV Series Printed Media
9889,Category:The Legend of Zelda TV Series Screenshots
9890,Category:The Legend of Zelda articles lacking sources
9891,Category:The Legend of Zelda articles needing attention
9892,Category:The Legend of Zelda articles needing improvement
9893,Category:The Legend of Zelda image(s) requested
9894,Category:The Legend of Zelda stubs
9895,Category:The Minish Cap Artwork
9896,Category:The Minish Cap Fan Art
9897,Category:The Minish Cap Files
9898,Category:The Minish Cap Logos
9899,Category:The Minish Cap Maps
9900,Category:The Minish Cap Merchandise
9901,Category:The Minish Cap Photographs
9902,Category:The Minish Cap Printed Media
9903,Category:The Minish Cap Screenshots
9904,Category:The Minish Cap Sounds
9905,Category:The Minish Cap Sprites
9906,Category:The Minish Cap Videos
9907,Category:The Minish Cap articles lacking sources
9908,Category:The Minish Cap articles needing attention
9909,Category:The Minish Cap articles needing improvement
9910,Category:The Minish Cap image(s) requested
9911,Category:The Minish Cap statements needing verification
9912,Category:The Minish Cap stubs
9913,Category:The Ruins
9914,Category:The Sacred Realm Community
9915,Category:The Wand of Gamelon Artwork
9916,Category:The Wand of Gamelon Files
9917,Category:The Wand of Gamelon Logos
9918,Category:The Wand of Gamelon Maps
9919,Category:The Wand of Gamelon Printed Media
9920,Category:The Wand of Gamelon Screenshots
9921,Category:The Wand of Gamelon Sprites
9922,Category:The Wand of Gamelon articles lacking sources
9923,Category:The Wand of Gamelon articles needing attention
9924,Category:The Wand of Gamelon articles needing improvement
9925,Category:The Wind Waker Artwork
9926,Category:The Wind Waker Fan Art
9927,Category:The Wind Waker Files
9928,Category:The Wind Waker HD Artwork
9929,Category:The Wind Waker HD Files
9930,Category:The Wind Waker HD Logos
9931,Category:The Wind Waker HD Merchandise
9932,Category:The Wind Waker HD Models
9933,Category:The Wind Waker HD Photographs
9934,Category:The Wind Waker HD Printed Media
9935,Category:The Wind Waker HD Renders
9936,Category:The Wind Waker HD Screenshots
9937,Category:The Wind Waker HD Sprites
9938,Category:The Wind Waker HD Symbols
9939,Category:The Wind Waker HD articles needing attention
9940,Category:The Wind Waker HD articles needing improvement
9941,Category:The Wind Waker HD image(s) requested
9942,Category:The Wind Waker Logos
9943,Category:The Wind Waker Maps
9944,Category:The Wind Waker Merchandise
9945,Category:The Wind Waker Models
9946,Category:The Wind Waker Photographs
9947,Category:The Wind Waker Printed Media
9948,Category:The Wind Waker Renders
9949,Category:The Wind Waker Screenshots
9950,Category:The Wind Waker Sounds
9951,Category:The Wind Waker Sprites
9952,Category:The Wind Waker Symbols
9953,Category:The Wind Waker articles lacking sources
9954,Category:The Wind Waker articles needing attention
9955,Category:The Wind Waker articles needing improvement
9956,Category:The Wind Waker image(s) requested
9957,Category:The Wind Waker statements needing clarification
9958,Category:The Wind Waker statements needing verification
9959,Category:The Wind Waker stubs
9960,Category:Thieves
9961,Category:Time
9962,Category:Timeline
9963,Category:Tingle's Balloon Fight DS Artwork
9964,Category:Tingle's Balloon Fight DS Files
9965,Category:Tingle's Balloon Fight DS Logos
9966,Category:Tingle's Balloon Fight DS Photographs
9967,Category:Tingle's Balloon Fight DS Printed Media
9968,Category:Tingle's Balloon Fight DS Sprites
9969,Category:Too Much Tingle Pack Artwork
9970,Category:Too Much Tingle Pack Files
9971,Category:Too Much Tingle Pack Logos
9972,Category:Too Much Tingle Pack Screenshots
9973,Category:Too Much Tingle Pack Sprites
9974,Category:Topography
9975,Category:Towers
9976,Category:Towns
9977,Category:Tracks
9978,Category:Trade Sequence Items
9979,Category:Trade Sequences
9980,Category:Trademarks
9981,Category:Trails
9982,Category:Train Cars
9983,Category:Trains
9984,Category:Transcluded Headers
9985,Category:Translations
9986,Category:Transportation
9987,Category:Traps and Indestructible Enemies
9988,Category:Treasures
9989,Category:Trees
9990,Category:Tri Force Heroes Artwork
9991,Category:Tri Force Heroes Fan Art
9992,Category:Tri Force Heroes Files
9993,Category:Tri Force Heroes Logos
9994,Category:Tri Force Heroes Models
9995,Category:Tri Force Heroes Photographs
9996,Category:Tri Force Heroes Printed Media
9997,Category:Tri Force Heroes Renders
9998,Category:Tri Force Heroes Screenshots
9999,Category:Tri Force Heroes Sounds
10000,Category:Tri Force Heroes Sprites
10001,Category:Tri Force Heroes Textures
10002,Category:Tri Force Heroes articles needing attention
10003,Category:Tri Force Heroes articles needing improvement
10004,Category:Tri Force Heroes image(s) requested
10005,Category:Tri Force Heroes stubs
10006,Category:Tribes
10007,Category:Tundras
10008,Category:Tunnels
10009,Category:Tutorials
10010,Category:Twili
10011,Category:Twilight Enemies
10012,Category:Twilight Princess Artwork
10013,Category:Twilight Princess Fan Art
10014,Category:Twilight Princess Files
10015,Category:Twilight Princess HD Artwork
10016,Category:Twilight Princess HD Fan Art
10017,Category:Twilight Princess HD Files
10018,Category:Twilight Princess HD Logos
10019,Category:Twilight Princess HD Maps
10020,Category:Twilight Princess HD Merchandise
10021,Category:Twilight Princess HD Models
10022,Category:Twilight Princess HD Photographs
10023,Category:Twilight Princess HD Printed Media
10024,Category:Twilight Princess HD Renders
10025,Category:Twilight Princess HD Screenshots
10026,Category:Twilight Princess HD Sounds
10027,Category:Twilight Princess HD Sprites
10028,Category:Twilight Princess HD Symbols
10029,Category:Twilight Princess HD Textures
10030,Category:Twilight Princess HD Videos
10031,Category:Twilight Princess HD articles needing attention
10032,Category:Twilight Princess HD articles needing improvement
10033,Category:Twilight Princess HD image(s) requested
10034,Category:Twilight Princess Logos
10035,Category:Twilight Princess Maps
10036,Category:Twilight Princess Merchandise
10037,Category:Twilight Princess Models
10038,Category:Twilight Princess Photographs
10039,Category:Twilight Princess Printed Media
10040,Category:Twilight Princess Renders
10041,Category:Twilight Princess Screenshots
10042,Category:Twilight Princess Sounds
10043,Category:Twilight Princess Sprites
10044,Category:Twilight Princess Symbols
10045,Category:Twilight Princess Videos
10046,Category:Twilight Princess articles lacking sources
10047,Category:Twilight Princess articles needing attention
10048,Category:Twilight Princess articles needing improvement
10049,Category:Twilight Princess image(s) requested
10050,Category:Twilight Princess statements needing verification
10051,Category:Twilight Princess stubs
10052,Category:Unlicensed Files
10053,Category:Unsourced excerpts
10054,Category:Unused Content
10055,Category:User Nav Panels
10056,Category:User Signatures
10057,Category:User sandboxes
10058,Category:Userboxes
10059,Category:VGRC/ZI Community
10060,Category:Valleys
10061,Category:Video Game Companies
10062,Category:Videos
10063,Category:Villages
10064,Category:Volcano
10065,Category:Volcanoes
10066,Category:Wars
10067,Category:Wastelands
10068,Category:Watarara
10069,Category:Waterfalls
10070,Category:Weapons
10071,Category:Weapons in Breath of the Wild
10072,Category:Weather
10073,Category:Website Banners
10074,Category:West Necluda
10075,Category:Wheels
10076,Category:Wielded items in Breath of the Wild
10077,Category:Wiki Exclusives
10078,Category:Wiki Symbols
10079,Category:Woodlands
10080,Category:Woods
10081,Category:Workaround Templates
10082,Category:Works in Progress
10083,Category:Worm-like Enemies
10084,Category:Written Texts
10085,Category:ZUnit test results
10086,Category:ZUnit test results with failures
10087,Category:Zelda's Adventure Artwork
10088,Category:Zelda's Adventure Files
10089,Category:Zelda's Adventure Logos
10090,Category:Zelda's Adventure Maps
10091,Category:Zelda's Adventure Photographs
10092,Category:Zelda's Adventure Printed Media
10093,Category:Zelda's Adventure Screenshots
10094,Category:Zelda's Adventure Sprites
10095,Category:Zelda's Adventure articles lacking sources
10096,Category:Zelda's Adventure articles needing attention
10097,Category:Zelda's Adventure articles needing improvement
10098,Category:Zelda
10099,Category:Zelda Credits
10100,Category:Zelda Dungeon Community
10101,Category:Zelda Legends Community
10102,Category:Zelda Series Files
10103,Category:Zelda Sites
10104,Category:Zelda Temple Community
10105,Category:Zelda Wiki
10106,Category:Zelda Wiki Images
10107,Category:Zora's Domain
10108,Category:Zoras
10109,Catherine
10110,Cave (Disambiguation)
10111,Cavern (The Crystal Trap)
10112,Celebrations
10113,Celeeb
10114,Celestial Sign
10115,Ceremonial Song
10116,Chamber of Giants
10117,Chamber of the Sword
10118,Champion
10119,Characters in A Link Between Worlds
10120,Characters in A Link to the Past
10121,Characters in Ancient Stone Tablets
10122,Characters in Breath of the Wild
10123,Characters in Four Swords
10124,Characters in Four Swords Adventures
10125,Characters in Freshly-Picked Tingle's Rosy Rupeeland
10126,Characters in Hyrule Warriors
10127,Characters in Link's Awakening
10128,Characters in Majora's Mask
10129,Characters in Ocarina of Time
10130,Characters in Oracle of Ages
10131,Characters in Oracle of Seasons
10132,Characters in Phantom Hourglass
10133,Characters in Ripened Tingle's Balloon Trip of Love
10134,Characters in Skyward Sword
10135,Characters in Spirit Tracks
10136,Super Smash Bros. (Series)
10137,Characters in The Adventure of Link
10138,Characters in The Faces of Evil
10139,Characters in The Legend of Zelda
10140,Characters in The Minish Cap
10141,Characters in The Wand of Gamelon
10142,Characters in The Wind Waker
10143,Characters in Tri Force Heroes
10144,Characters in Twilight Princess
10145,Characters in Zelda's Adventure
10146,Charles's Necklace
10147,Charm (The Minish Cap)
10148,Oracle of Ages Trading Sequence
10149,Cherry Tree Family
10150,Moon Children
10151,Chiro
10152,Chiruta
10153,Chris Houlihan Room
10154,Chuckles
10155,Legend Mode
10156,Troupe Leader's Mask
10157,Help:Citing Sources
10158,Ocarina of Time Trading Sequence
10159,Cloud
10160,Cobble
10161,Cold-Footed Wolf
10162,Cold Spells/Episode transcript
10163,Cold Spells
10164,Collectibles
10165,Ripened Tingle's Balloon Trip of Love
10166,Column of Light
10167,Comfork
10168,Comics
10169,The Legend of Zelda (Valiant Comics)/Issue 5
10170,Command
10171,Communication Icon
10172,My Fairy
10173,Compass (Disambiguation)
10174,Conch Horn
10175,Conly
10176,Constellation
10177,Content Ratings for The Legend of Zelda
10178,Community:Contributor (ZT)
10179,Controversy in The Legend of Zelda Series
10180,Cooking Pot
10181,Coral Triangle
10182,Corn Boy
10183,Coro's Lantern Shop
10184,Costume
10185,Spirit Gems
10186,Cow (Enemy)
10187,Cracked Tile
10188,Crate
10189,Crater Cove
10190,Hot Springwater
10191,Crescent Island Trading Sequence
10192,Crissword
10193,Critical Hit
10194,Critical Point
10195,Crone
10196,Crow (Tingle's Balloon Trip of Love)
10197,Cryonis
10198,Crystal Ball
10199,Trading Items in The Faces of Evil
10200,Cubus Sisters
10201,Cucco Keeper
10202,Cucco Lady
10203,Oracle of Seasons Trading Sequence
10204,Cue Ball
10205,Curiosity Shop Back Room
10206,Man from Curiosity Shop
10207,Curse
10208,Cursed Fairy
10209,Cursed Man
10210,Curtain of Twilight
10211,Customer
10212,Eye Reefs
10213,Download Play
10214,Dagger
10215,Daily Riches
10216,Dampé's Diary
10217,Dampé's Shack
10218,Dante
10219,Dark Bat
10220,Dark Four-Legged Spider
10221,Dark Lizalfos
10222,Dark Nyuudou
10223,Dark Rat
10224,Dark Rites
10225,Dark Ruins
10226,Dark Tower
10227,Wizzro
10228,Dark World Shield Shop
10229,Dark World Shopkeeper
10230,Mirror (Item)
10231,Darkness
10232,Darkness Falls
10233,Darmani III
10234,Darpa
10235,Darunia Town
10236,Dating Woman
10237,Deadite
10238,Death Bug
10239,Death Mountain (Four Swords)
10240,Death Mountain (Hyrule Warriors)/Adventure Map
10241,Death Mountain (Hyrule Warriors)
10242,Death Mountain Shop
10243,Death Mountain Trail Guard
10244,Defenders of the Triforce
10245,Deku's Heir
10246,Deku Baba
10247,Deku Forest (First Continent)
10248,Deku Forest (Oracle of Ages)
10249,Deku Kingdom
10250,Deku Pipes
10251,Deku Scrub Slingshot Game
10252,Slingshot Pellet
10253,The Great Deku Tree
10254,Rock Roast
10255,Demon Lord
10256,Dera Zol
10257,Desert (The Crystal Trap)
10258,Heat
10259,Desert Voe Set
10260,Levels in Four Swords Adventures
10261,Desert of Doubt (Stage)
10262,Desma Four-Legged Spider
10263,Diary
10264,Digging Game
10265,Goddess Pearls
10266,Sacred Songs
10267,Din (Goddess)
10268,Din (Oracle)
10269,Dynalfos
10270,Divine Beast Vah Naboris (Quest)
10271,Divine Beast Vah Rudania (Quest)
10272,Divine Helm
10273,Diving Game
10274,Diving Mole
10275,Dock
10276,Dodomai Palace
10277,Dodongo (Boss)
10278,Dolphin Jump
10279,Domingo
10280,Doppel Master
10281,Doppelganger/Episode transcript
10282,Doppelganger
10283,Dordung Cave
10284,Down Thrust
10285,Dowser
10286,Drablands Challenge
10287,Drablands Diary
10288,Dragon (Disambiguation)
10289,Dragon (Animated Series)
10290,Dragon (Game & Watch)
10291,Dragon Bone Boko Bow
10292,Tingle Statue
10293,Drawing Commission
10294,Dreadfuse
10295,Drill Prow
10296,Drona (Korok)
10297,Droolik
10298,Goron Drums
10299,Dungeon Item List
10300,Key
10301,Map
10302,Dungeons in A Link Between Worlds
10303,Dungeons in A Link to the Past
10304,Dungeons in Ancient Stone Tablets
10305,Dungeons in BS The Legend of Zelda
10306,Dungeons in Breath of the Wild
10307,Stages in Four Swords
10308,Dungeons in Freshly-Picked Tingle's Rosy Rupeeland
10309,Dungeons in Link's Awakening
10310,Dungeons in Majora's Mask
10311,Dungeons in Ocarina of Time
10312,Dungeons in Oracle of Ages
10313,Dungeons in Oracle of Seasons
10314,Dungeons in Phantom Hourglass
10315,Dungeons in Skyward Sword
10316,Dungeons in Spirit Tracks
10317,Dungeons in The Adventure of Link
10318,Dungeons in The Legend of Zelda
10319,Dungeons in The Minish Cap
10320,Dungeons in The Wind Waker
10321,Dungeons in Twilight Princess
10322,Dungeons in Zelda's Adventure
10323,E3 Media & Business Summit
10324,ESRB
10325,EX The Champions' Ballad
10326,Eagle (Tingle's Balloon Trip of Love)
10327,Four Elements
10328,Earth Guardian
10329,East Forest
10330,Fairy Islands
10331,Eastern Ruins
10332,Triangle Islands
10333,Eddo's Cannon
10334,Edelweiss
10335,Figurines in The Minish Cap
10336,Eel
10337,Eenie and Meenie
10338,Instrument of the Sirens
10339,Eighth Heroine
10340,Eldin (Dragon)
10341,Eldin (Region)
10342,Eldin (Spirit)
10343,Eldin Caves/Adventure Map
10344,Electric Chuchu
10345,Electricity
10346,Elegant Chimney
10347,Element (Hyrule Warriors)
10348,Elrora
10349,Mystical Tree
10350,Emerald
10351,Emerald City
10352,Recipes
10353,Swords of The Minish Cap
10354,Enduring Resolve
10355,Enemies in A Link Between Worlds
10356,Enemies in A Link to the Past
10357,Enemies in Ancient Stone Tablets
10358,Enemies in BS The Legend of Zelda
10359,Enemies in Battle Quest
10360,Enemies in Breath of the Wild
10361,Enemies in Captain N: The Game Master
10362,Enemies in Four Swords
10363,Enemies in Four Swords Adventures
10364,Enemies in Freshly-Picked Tingle's Rosy Rupeeland
10365,Enemies in Hyrule Warriors
10366,Enemies in Link's Awakening
10367,Enemies in Link's Crossbow Training
10368,Enemies in Majora's Mask
10369,Enemies in Ocarina of Time
10370,Enemies in Oracle of Ages
10371,Enemies in Oracle of Seasons
10372,Enemies in Phantom Hourglass
10373,Enemies in Ripened Tingle's Balloon Trip of Love
10374,Enemies in Skyward Sword
10375,Enemies in Spirit Tracks
10376,Enemies in The Adventure of Link
10377,Enemies in The Faces of Evil
10378,Enemies in The Legend of Zelda
10379,Enemies in The Legend of Zelda Game Watch
10380,Enemies in The Legend of Zelda TV Series
10381,Enemies in The Minish Cap
10382,Enemies in The Wand of Gamelon
10383,Enemies in The Wind Waker
10384,Enemies in Tri Force Heroes
10385,Enemies in Twilight Princess
10386,Enemies in Zelda's Adventure
10387,Enemies in Zelda (Game & Watch)
10388,Enemy Analysis in Twilight Princess
10389,Energy
10390,Energy Potion
10391,Pirate (Tingle's Rosy Rupeeland)
10392,Royal Engineer's Certificate
10393,Epheremelda
10394,Horse (Item)
10395,Ernesto
10396,Watchman Erol
10397,Essence
10398,Estragon
10399,Evil Orb
10400,Community:Exploding Deku Nut
10401,Extremely High-Class Bone-China Vase
10402,Eye
10403,World's Finest Eyedrops
10404,Laser Eye
10405,Eye Symbol
10406,Massive Eye
10407,Eyeglass Island Library
10408,Eyeroc
10409,Face Lamp
10410,Face Shrine (Dungeon)
10411,Face Shrine (Region)
10412,Fairies in the Spring/Episode transcript
10413,Fairies in the Spring
10414,Fairy's Scroll
10415,Fairy (Disambiguation)
10416,Magic of The Adventure of Link
10417,Fairy Flower Sap
10418,Fairy Fountain (Theme)
10419,Fairy Pool
10420,Fairy Spring
10421,Fake Master Sword
10422,False Zelda
10423,Madame Fanadi
10424,Faron (Dragon)
10425,Faron (Spirit)
10426,Faron Woods (Hyrule Warriors)/Adventure Map
10427,Faron Woods (Hyrule Warriors)
10428,Farore (Goddess)
10429,Farore (Oracle)
10430,Fatal Blow
10431,Father
10432,Ferrus's Rules of the Rails
10433,Fierce Deity Mask
10434,Fierce Deity Link
10435,Swords of Majora's Mask
10436,Fifth Castle of Ancient Hyrule
10437,Palace on the Sea
10438,Swords of A Link to the Past
10439,figma
10440,Figurine Shop
10441,Figurines in The Wind Waker
10442,Final Boss
10443,Final Smash
10444,Fire
10445,Fire Chuchu
10446,Fire Eye
10447,Fire Gloves
10448,Fire Keeleon
10449,Medallions
10450,Power Sword
10451,Firecorn
10452,Fireproof
10453,Firestone
10454,Firestone Lake
10455,Firewood
10456,First 4 Figures
10457,Fish Lady
10458,Fisherman's Jumping Game
10459,Fishing Hole Man
10460,Flame Fountain
10461,Flame Guard
10462,Flame Trap
10463,Magma Bomb
10464,Flight-by-Fowl
10465,Flight Range (Mini-Game)
10466,Flight Range (Place)
10467,Floating Garden
10468,Floor Spikes
10469,Floria Waterfall
10470,Flute Boy's Bird
10471,Flying Octorok
10472,Flying Snake
10473,Foolish Monkey
10474,Force
10475,Force Field Ring
10476,Special Attack
10477,Force Like
10478,Force Soldier
10479,Forest (The Crystal Trap)
10480,Forest Octorok
10481,Forest Tree
10482,Forest of Canvula
10483,Forest of Findo
10484,Lost Woods (Four Swords Adventures)
10485,Forest of Ogbam
10486,Forest of Torian
10487,Forsaken Fortress (Hyrule Warriors Legends)
10488,Fortress Centrum
10489,Four Swords (Disambiguation)
10490,Four Swords Adventures Translations/All
10491,Four Swords Adventures Translations/Characters
10492,Four Swords Adventures Translations/Enemies
10493,Four Swords Adventures Translations/Items
10494,Four Swords Adventures Translations/Locations
10495,Four Swords Adventures Translations/Miscellaneous
10496,Four Swords Adventures Translations
10497,Four Swords Series
10498,Four Swords Translations/All
10499,Four Swords Translations/Characters
10500,Four Swords Translations/Enemies
10501,Four Swords Translations/Items
10502,Four Swords Translations/Locations
10503,Four Swords Translations
10504,Freshly-Picked Tingle's Rosy Rupeeland Translations/All
10505,Freshly-Picked Tingle's Rosy Rupeeland Translations/Characters
10506,Freshly-Picked Tingle's Rosy Rupeeland Translations/Enemies
10507,Freshly-Picked Tingle's Rosy Rupeeland Translations/Locations
10508,Freshly-Picked Tingle's Rosy Rupeeland Translations
10509,Frog Link
10510,Frozen Hyrule (Stage)
10511,Fruit Pop Flight Challenge
10512,Voice Acting in The Legend of Zelda Series
10513,Full Moon Cello
10514,Gale and Hailey
10515,Gallery
10516,Gallery:A Link Between Worlds
10517,Gallery:A Link to the Past
10518,Gallery:Box Art
10519,Gallery:Breath of the Wild
10520,Gallery:Collector's Edition
10521,Gallery:Epona
10522,Gallery:Fairy
10523,Gallery:Four Swords
10524,Gallery:Four Swords Adventures
10525,Gallery:Ganon
10526,Gallery:Goron
10527,Gallery:Hyrule
10528,Gallery:Hyrule Historia
10529,Gallery:Hyrule Warriors
10530,Gallery:Hyrule Warriors Legends
10531,Gallery:Hyrule Warriors: Definitive Edition
10532,Gallery:Impa
10533,Gallery:Keese
10534,Gallery:Link's Awakening
10535,Gallery:Link
10536,Gallery:Majora's Mask
10537,Gallery:Majora's Mask 3D
10538,Gallery:Master Sword
10539,Gallery:Midna
10540,Gallery:Moblin
10541,Gallery:Monk
10542,Gallery:Ocarina of Time
10543,Gallery:Ocarina of Time 3D
10544,Gallery:Octorok
10545,Gallery:Oracle of Ages
10546,Gallery:Oracle of Seasons
10547,Gallery:Phantom Hourglass
10548,Gallery:Princess Zelda
10549,Gallery:Sheik
10550,Gallery:Shop
10551,Gallery:Skull Kid
10552,Gallery:Skyward Sword
10553,Gallery:Spirit Tracks
10554,Gallery:Stalfos
10555,Gallery:Super Smash Bros. Melee
10556,Gallery:Super Smash Bros. Brawl
10557,Gallery:Super Smash Bros. for Nintendo 3DS/Wii U
10558,Gallery:Super Smash Bros.
10559,Gallery:The Adventure of Link
10560,Gallery:The Legend of Zelda
10561,Gallery:The Minish Cap
10562,Gallery:The Wind Waker
10563,Gallery:The Wind Waker HD
10564,Gallery:Tingle
10565,Gallery:Tri Force Heroes
10566,Gallery:Twilight Princess
10567,Gallery:Twilight Princess HD
10568,Gallery:Zant
10569,Gallery:amiibo
10570,Gambling
10571,Zelda (Game & Watch)
10572,Game Boy Light
10573,Game Boy Player
10574,Gameplay Elements of The Legend of Zelda Series
10575,Community:Hyrule: The Land of Zelda
10576,Ganon/Strategy
10577,Ganon's Lair
10578,Ganon's Tower (Hyrule Warriors)/Adventure Map
10579,Community:Ganon's Tower
10580,Ganon Conflicts
10581,Ganondorf's Execution
10582,Ganondorf's Return
10583,Gyorg (Boss)
10584,Gargoyle
10585,Gasoringo
10586,Gaspra
10587,Gaurof Sword
10588,Geetchee
10589,Generalissimo
10590,Geozard
10591,Geozard Chief
10592,Geru
10593,Gerudo Token
10594,Gerudo Training Ground
10595,Gerudo (Region)
10596,Gerudo Desert (Hyrule Warriors)/Adventure Map
10597,Gerudo Desert (Hyrule Warriors)
10598,Gerudo Typography
10599,Gerudo Pirate (Miniboss)
10600,Gerudo Set
10601,Gerudo Symbol
10602,Gerudo Typography Translations
10603,Ghanti
10604,Ghost (Disambiguation)
10605,Ghost (Game & Watch Zelda)
10606,Ghost (Link's Awakening)
10607,Ghost (Majora's Mask)
10608,Ghost Radar
10609,Ghost Ship (Phantom Hourglass)
10610,Giant Boss
10611,Giant Buzz Blob
10612,Giant Fish
10613,Giant Horse
10614,Mimi
10615,Girubokku
10616,Gixx
10617,Glitch Disclaimer Notes
10618,Glitches in A Link Between Worlds
10619,Glitches in A Link to the Past
10620,Glitches in BS The Legend of Zelda
10621,Glitches in Breath of the Wild
10622,Glitches in Four Swords
10623,Glitches in Four Swords Adventures
10624,Glitches in Freshly-Picked Tingle's Rosy Rupeeland
10625,Glitches in Hyrule Warriors
10626,Glitches in Link's Awakening
10627,Glitches in Link's Crossbow Training
10628,Glitches in Majora's Mask
10629,Glitches in Majora's Mask 3D
10630,Glitches in Ocarina of Time
10631,Glitches in Ocarina of Time 3D
10632,Glitches in Ocarina of Time Master Quest
10633,Glitches in Oracle of Ages and Oracle of Seasons
10634,Glitches in Phantom Hourglass
10635,Glitches in Ripened Tingle's Balloon Trip of Love
10636,Glitches in Skyward Sword
10637,Glitches in Spirit Tracks
10638,Glitches in The Adventure of Link
10639,Glitches in The Legend of Zelda
10640,Glitches in The Minish Cap
10641,Glitches in The Wind Waker
10642,Glitches in Tri Force Heroes
10643,Glitches in Twilight Princess
10644,Glove
10645,Glutko (Area)
10646,Glutko (Boss)
10647,Gnash
10648,Gobiyan Ship
10649,Goblin
10650,Nayru (Goddess)
10651,Gold
10652,Golden Bokoblin
10653,Golden Compass
10654,Golden Frog
10655,Golden Leaf
10656,Golden Lizalfos
10657,Golden Monsters
10658,Golden Whistle
10659,Hero's Spirit
10660,Gondola
10661,Soups in Twilight Princess
10662,Goron Blood Brothers
10663,Goron Dance
10664,Community:Goron Elders (LoZ.com)
10665,Symbols
10666,Goron Iron
10667,Wandering Merchant
10668,Goron Village (Majora's Mask)
10669,Goron Sidequest
10670,Goron Village (Spirit Tracks)
10671,Goronu (Area)
10672,Goronu (Boss)
10673,Informant Woman
10674,Graceful Goron
10675,Grandmother (Disambiguation)
10676,Grandpa Ulrira
10677,Granny's Diary
10678,Graphic Styles
10679,Grass Whistles
10680,Graveyard Boy
10681,Community:Great Deku Tree
10682,Great Dry Canyon
10683,Great Fairy Mask
10684,Great Key
10685,Places in The Wind Waker
10686,Great Wimbich
10687,Green Arrow
10688,Green Clothes
10689,Greenbeard
10690,Grimbo
10691,Grindle-Morian Civil War
10692,Community:Groups (LoZ.com)
10693,Guard Captain Russell
10694,Guard House
10695,Guardian Shield++
10696,Guardian Shield+
10697,Gubasha Desert
10698,Guides
10699,Zora Guitar
10700,Guruguru Bar
10701,Gut Check Challenge
10702,Gyorg (Enemy)
10703,Gūma
10704,HTLOZ
10705,Community:HTLOZ II
10706,Inventory
10707,Hairy Fluffy
10708,Hajime Wakai
10709,Hamsha
10710,Handprint
10711,"Kili, Hannah and Misha"
10712,Hanyu Forest
10713,Harbanno
10714,Mido Town
10715,Master Mode
10716,Harlequin Bazaar
10717,Harp (Disambiguation)
10718,Meat & Mushroom Skewer
10719,Hateno Cow
10720,Having a Ball/Episode transcript
10721,Having a Ball
10722,The Legend of Zelda (Valiant Comics)/Issue 1
10723,Life Gauge
10724,Hearts
10725,Community:Zelda Reorchestrated
10726,Hektan
10727,Jermafenser
10728,Helping Romani and Cremia
10729,Her True Self
10730,Herald
10731,Hermit Flat
10732,Hero's Apple Farm
