,from,relationship,to
35061,6218,ALLIES,7364
35062,6218,ALLIES,5061
35063,6218,ALLIES,1748
35064,6218,ALLIES,4486
35065,6218,ALLIES,2554
35066,6218,ENEMIES,2991
35067,6218,ENEMIES,2015
35068,6218,ENEMIES,2002
35069,6218,ENEMIES,7659
35070,6218,ENEMIES,2989
35071,6218,ENEMIES,1862
35072,6219,FIRST_APPEARANCE,7798
35073,6219,FIRST_APPEARANCE,24
35074,6219,FOUNDED_IN,7574
35075,6219,GOALS,3766
35076,6219,LEADER,7575
35077,6219,MEMBERS,287
35078,6219,MEMBERS,297
35079,6219,MEMBERS,4685
35080,6219,MEMBERS,6464
35081,6219,MEMBERS,6756
35082,6219,ALLIES,4550
35083,6219,ALLIES,8509
35084,6219,ALLIES,2403
35085,6219,ALLIES,5068
35086,6219,ALLIES,3513
35087,6219,ALLIES,2847
35088,6219,ALLIES,3862
35089,6219,ALLIES,8209
35090,6219,ALLIES,1671
35091,6219,ALLIES,4694
35092,6219,ALLIES,6213
35093,6219,ALLIES,3195
35094,6219,ALLIES,1851
35095,6219,ALLIES,5958
35096,6219,ALLIES,6051
35097,6219,ALLIES,3132
35098,6219,ALLIES,4509
35099,6219,ALLIES,3600
35100,6219,ALLIES,169
35101,6219,ALLIES,5974
35102,6219,ALLIES,1594
35103,6219,ENEMIES,2898
35104,6219,ENEMIES,8611
35105,6219,ENEMIES,778
35106,6219,ENEMIES,4172
35107,6220,FIRST_APPEARANCE,7701
35108,6220,FIRST_APPEARANCE,35
35109,6220,FOUND,3342
35110,6220,FOUND,3787
35111,6220,FOUND,2275
35112,6221,FIRST_APPEARANCE,7747
35113,6221,FIRST_APPEARANCE,19
35114,6221,COUNTRY,4320
35115,6221,REGION,6222
35116,6221,PURPOSE,5701
35117,6222,FIRST_APPEARANCE,7747
35118,6222,FIRST_APPEARANCE,19
35119,6222,COUNTRY,4320
35120,6222,REGION,7532
35121,6222,INHABITANTS,5701
35122,6223,FIRST_APPEARANCE,7701
35123,6223,FIRST_APPEARANCE,35
35124,6223,COUNTRY,3766
35125,6223,REGION,2275
35126,6224,FIRST_APPEARANCE,7701
35127,6224,FIRST_APPEARANCE,35
35128,6224,FOUND,2100
35129,6224,FOUND,8254
35130,6225,FIRST_APPEARANCE,7701
35131,6225,FIRST_APPEARANCE,35
35132,6225,COUNTRY,3766
35133,6225,REGION,7497
35134,6226,FIRST_APPEARANCE,7701
35135,6226,FIRST_APPEARANCE,35
35136,6226,HOMELAND,3766
35137,6226,HOMETOWN,6274
35138,6226,RACE,6268
35139,6226,AFFILIATION,1554
35140,6227,FIRST_APPEARANCE,7767
35141,6227,FIRST_APPEARANCE,29
35142,6227,FOUND,5920
35143,6227,USE,6842
35144,6227,USE,4550
35145,6228,FIRST_APPEARANCE,7701
35146,6228,FIRST_APPEARANCE,35
35147,6228,HOMELAND,3766
35148,6228,HOMETOWN,7117
35149,6228,RACE,3745
35150,6230,FIRST_APPEARANCE,7701
35151,6230,FIRST_APPEARANCE,35
35152,6230,HOMELAND,3555
35153,6230,HOMELAND,2962
35154,6231,FIRST_APPEARANCE,7701
35155,6231,FIRST_APPEARANCE,35
35156,6231,TITLE,4197
35157,6231,HOMELAND,3766
35158,6231,HOMETOWN,3770
35159,6231,KINDRED,8626
35160,6231,KINDRED,5974
35161,6231,RACE,3745
35162,6231,ALTERNATE_FORM,5559
35163,6231,AFFILIATION,6398
35164,6231,AFFILIATION,4226
35165,6231,AFFILIATION,3812
35166,6231,AFFILIATION,6818
35167,6231,AFFILIATION,1554
35168,6231,AFFILIATION,4181
35169,6232,FIRST_APPEARANCE,7701
35170,6232,FIRST_APPEARANCE,35
35171,6232,HOMELAND,3766
35172,6232,HOMETOWN,3507
35173,6232,KINDRED,6097
35174,6232,KINDRED,6421
35175,6232,RACE,3745
35176,6233,FIRST_APPEARANCE,7701
35177,6233,FIRST_APPEARANCE,35
35178,6233,HOMELAND,3766
35179,6233,HOMETOWN,2979
35180,6233,KINDRED,3725
35181,6233,RACE,2951
35182,6234,FIRST_APPEARANCE,7701
35183,6234,FIRST_APPEARANCE,35
35184,6234,LOCATION,7548
35185,6234,OWNER,6233
35186,6235,FIRST_APPEARANCE,7720
35187,6235,FIRST_APPEARANCE,11
35188,6235,APPEARANCES,7720
35189,6235,APPEARANCES,7753
35190,6235,FOUND,4737
35191,6235,FOUND,7375
35192,6235,USE,2122
35193,6235,USE,6372
35194,6237,FIRST_APPEARANCE,7720
35195,6237,FIRST_APPEARANCE,11
35196,6237,COUNTRY,4244
35197,6237,REGION,5916
35198,6237,INHABITANTS,6239
35199,6239,FIRST_APPEARANCE,7720
35200,6239,FIRST_APPEARANCE,11
35201,6239,HOMELAND,4244
35202,6239,HOMETOWN,5916
35203,6239,RACE,3729
35204,6240,FIRST_APPEARANCE,7736
35205,6240,FIRST_APPEARANCE,16
35206,6240,HOMELAND,3766
35207,6240,HOMETOWN,3776
35208,6240,KINDRED,4854
35209,6240,RACE,2121
35210,6241,FIRST_APPEARANCE,7767
35211,6241,FIRST_APPEARANCE,29
35212,6241,LOCATION,6860
35213,6241,PRIZE,6442
35214,6241,PRIZE,8086
35215,6241,PRIZE,5801
35216,6241,PROPRIETOR,3251
35217,6242,FIRST_APPEARANCE,7747
35218,6242,FIRST_APPEARANCE,7753
35219,6242,FIRST_APPEARANCE,19
35220,6242,FOUND,6873
35221,6242,FOUND,5387
35222,6242,USE,6244
35223,6242,USE,5886
35224,6243,FIRST_APPEARANCE,7747
35225,6243,FIRST_APPEARANCE,7753
35226,6243,FIRST_APPEARANCE,19
35227,6243,FOUND,7124
35228,6243,FOUND,5507
35229,6243,USE,6244
35230,6244,FIRST_APPEARANCE,7747
35231,6244,FIRST_APPEARANCE,7753
35232,6244,FIRST_APPEARANCE,19
35233,6244,HOMELAND,4320
35234,6244,HOMELAND,3669
35235,6245,FIRST_APPEARANCE,7701
35236,6245,FIRST_APPEARANCE,35
35237,6245,GIVER,8339
35238,6245,TYPE,6055
35239,6245,LOCATION,4280
35240,6246,FIRST_APPEARANCE,7701
35241,6246,FIRST_APPEARANCE,35
35242,6246,COUNTRY,3766
35243,6246,REGION,3796
35244,6246,INHABITANTS,717
35245,6247,FIRST_APPEARANCE,7701
35246,6247,FIRST_APPEARANCE,35
35247,6247,HOMELAND,3766
35248,6247,HOMETOWN,2979
35249,6247,KINDRED,5705
35250,6247,RACE,2951
35251,6248,FIRST_APPEARANCE,7701
35252,6248,FIRST_APPEARANCE,35
35253,6248,HOMELAND,3766
35254,6248,RACE,3745
35255,6249,FIRST_APPEARANCE,7701
35256,6249,FIRST_APPEARANCE,35
35257,6249,COUNTRY,3766
35258,6250,FIRST_APPEARANCE,7701
35259,6250,FIRST_APPEARANCE,35
35260,6250,HOMELAND,3766
35261,6250,HOMETOWN,2979
35262,6250,RACE,2951
35263,6251,FIRST_APPEARANCE,7701
35264,6251,FIRST_APPEARANCE,35
35265,6251,COUNTRY,3766
35266,6252,FIRST_APPEARANCE,7701
35267,6252,FIRST_APPEARANCE,35
35268,6252,HOMELAND,3766
35269,6252,HOMETOWN,6253
35270,6252,RACE,6818
35271,6253,GAME,7701
35272,6253,GAME,35
35273,6253,LOCATION,7501
35274,6253,MAIN_ITEM,7188
35275,6253,ITEM_USED,4802
35276,6253,ITEM_USED,7288
35277,6255,FIRST_APPEARANCE,3801
35278,6255,FIRST_APPEARANCE,32
35279,6255,APPEARANCES,3802
35280,6255,APPEARANCES,34
35281,6255,USE,5914
35282,6256,APPEARANCES,7747
35283,6256,APPEARANCES,7753
35284,6256,APPEARANCES,19
35285,6256,FOUND,4727
35286,6256,FOUND,3691
35287,6256,USE,6709
35288,6257,FIRST_APPEARANCE,7767
35289,6257,FIRST_APPEARANCE,29
35290,6257,SUCCEEDED_BY,7231
35291,6258,FIRST_APPEARANCE,7701
35292,6258,HOMELAND,3766
35293,6258,HOMETOWN,6259
35294,6258,RACE,6818
35295,6259,GAME,7701
35296,6259,GAME,35
35297,6259,LOCATION,1936
35298,6260,FIRST_APPEARANCE,7701
35299,6260,FIRST_APPEARANCE,35
35300,6260,COUNTRY,3766
35301,6260,REGION,2506
35302,6261,FIRST_APPEARANCE,7701
35303,6261,FIRST_APPEARANCE,35
35304,6261,HOMELAND,3766
35305,6261,HOMETOWN,2979
35306,6262,FIRST_APPEARANCE,7701
35307,6262,FIRST_APPEARANCE,35
35308,6262,HOMELAND,3766
35309,6262,HOMETOWN,2979
35310,6263,FIRST_APPEARANCE,7701
35311,6263,FIRST_APPEARANCE,35
35312,6263,COUNTRY,3766
35313,6263,REGION,2962
35314,6265,FIRST_APPEARANCE,7701
35315,6265,FIRST_APPEARANCE,35
35316,6265,COUNTRY,3766
35317,6265,REGION,104
35318,6265,POINT_OF_INTEREST,6267
35319,6266,FIRST_APPEARANCE,7701
35320,6266,HOMELAND,3766
35321,6266,HOMETOWN,6267
35322,6266,RACE,6818
35323,6267,GAME,7701
35324,6267,GAME,35
35325,6267,LOCATION,6265
35326,6267,MAIN_ITEM,7188
35327,6268,FIRST_APPEARANCE,7789
35328,6268,FIRST_APPEARANCE,21
35329,6268,APPEARS_IN,7789
35330,6268,APPEARS_IN,7701
35331,6268,HOMELAND,3345
35332,6268,HOMELAND,3766
35333,6268,PRECEDED_BY,8670
35334,6268,NOTABLE_MEMBERS,388
35335,6268,NOTABLE_MEMBERS,3705
35336,6268,NOTABLE_MEMBERS,3704
35337,6268,NOTABLE_MEMBERS,3861
35338,6268,NOTABLE_MEMBERS,4074
35339,6268,NOTABLE_MEMBERS,4088
35340,6268,NOTABLE_MEMBERS,4233
35341,6268,NOTABLE_MEMBERS,4239
35342,6268,NOTABLE_MEMBERS,4268
35343,6268,NOTABLE_MEMBERS,5010
35344,6268,NOTABLE_MEMBERS,5378
35345,6268,NOTABLE_MEMBERS,5698
35346,6268,NOTABLE_MEMBERS,5957
35347,6268,NOTABLE_MEMBERS,6067
35348,6268,NOTABLE_MEMBERS,6226
35349,6268,NOTABLE_MEMBERS,6269
35350,6268,NOTABLE_MEMBERS,6941
35351,6268,NOTABLE_MEMBERS,7565
35352,6269,FIRST_APPEARANCE,7789
35353,6269,FIRST_APPEARANCE,21
35354,6269,HOMELAND,3345
35355,6269,HOMETOWN,2177
35356,6269,KINDRED,5957
35357,6269,KINDRED,4268
35358,6269,RACE,6268
35359,6270,FIRST_APPEARANCE,3802
35360,6270,FOUND,75
35361,6270,USE,1686
35362,6271,FIRST_APPEARANCE,3802
35363,6271,FIRST_APPEARANCE,34
35364,6271,APPEARANCES,3801
35365,6271,USE,5914
35366,6272,FIRST_APPEARANCE,3802
35367,6272,FIRST_APPEARANCE,34
35368,6273,FIRST_APPEARANCE,7701
35369,6273,FIRST_APPEARANCE,35
35370,6273,COUNTRY,3766
35371,6273,REGION,7497
35372,6274,FIRST_APPEARANCE,7701
35373,6274,FIRST_APPEARANCE,35
35374,6274,COUNTRY,3766
35375,6274,REGION,7497
35376,6274,POINT_OF_INTEREST,95
35377,6274,POINT_OF_INTEREST,719
35378,6274,POINT_OF_INTEREST,7432
35379,6274,POINT_OF_INTEREST,7005
35380,6274,POINT_OF_INTEREST,2100
35381,6274,POINT_OF_INTEREST,8254
35382,6274,POINT_OF_INTEREST,8345
35383,6274,INHABITANTS,4074
35384,6274,INHABITANTS,1530
35385,6274,INHABITANTS,3724
35386,6274,INHABITANTS,4968
35387,6274,INHABITANTS,2850
35388,6274,INHABITANTS,8288
35389,6274,INHABITANTS,6540
35390,6274,INHABITANTS,6226
35391,6275,FIRST_APPEARANCE,7701
35392,6275,FIRST_APPEARANCE,35
35393,6275,HOMELAND,3766
35394,6275,HOMETOWN,8662
35395,6275,KINDRED,8090
35396,6275,KINDRED,2224
35397,6275,RACE,8670
35398,6275,AFFILIATION,464
35399,6277,FIRST_APPEARANCE,8636
35400,6277,FIRST_APPEARANCE,6
35401,6277,LOCATION,8046
35402,6277,EFFECTIVE_WEAPON,2688
35403,6278,FIRST_APPEARANCE,8636
35404,6278,FIRST_APPEARANCE,6
35405,6278,HOMELAND,3766
35406,6278,HOMETOWN,8380
35407,6278,KINDRED,893
35408,6278,KINDRED,6460
35409,6278,RACE,3745
35410,6279,FIRST_APPEARANCE,7673
35411,6279,FIRST_APPEARANCE,5
35412,6279,APPEARANCES,7673
35413,6279,APPEARANCES,8636
35414,6279,APPEARANCES,7694
35415,6279,APPEARANCES,7720
35416,6279,APPEARANCES,7747
35417,6279,APPEARANCES,7753
35418,6279,APPEARANCES,7712
35419,6279,APPEARANCES,7689
35420,6279,EFFECTIVE_WEAPON,7464
35421,6279,EFFECTIVE_WEAPON,709
35422,6280,FIRST_APPEARANCE,7736
35423,6280,FIRST_APPEARANCE,16
35424,6280,COUNTRY,3766
35425,6280,REGION,3509
35426,6282,FIRST_APPEARANCE,7795
35427,6282,FIRST_APPEARANCE,33
35428,6282,COUNTRY,3814
35429,6283,FIRST_APPEARANCE,7701
35430,6283,FIRST_APPEARANCE,35
35431,6283,COUNTRY,3766
35432,6283,REGION,3787
35433,6283,INHABITANTS,2356
35434,6283,INHABITANTS,5691
35435,6283,INHABITANTS,3257
35436,6283,INHABITANTS,434
35437,6283,INHABITANTS,5809
35438,6285,FIRST_APPEARANCE,7727
35439,6285,FIRST_APPEARANCE,18
35440,6285,COUNTRY,7604
35441,6285,REGION,3855
35442,6285,INHABITANTS,2995
35443,6285,INHABITANTS,6865
35444,6286,FIRST_APPEARANCE,7701
35445,6286,FIRST_APPEARANCE,35
35446,6287,FIRST_APPEARANCE,7701
35447,6287,FIRST_APPEARANCE,35
35448,6287,FOUND,1693
35449,6287,FOUND,248
35450,6287,USE,3520
35451,6288,FIRST_APPEARANCE,7701
35452,6288,FIRST_APPEARANCE,35
35453,6288,FOUND,6309
35454,6288,FOUND,3768
35455,6288,FOUND,7272
35456,6288,FOUND,830
35457,6288,FOUND,5987
35458,6288,USE,3520
35459,6289,FIRST_APPEARANCE,7701
35460,6289,FIRST_APPEARANCE,35
35461,6289,FOUND,1693
35462,6289,FOUND,479
35463,6289,USE,3520
35464,6290,FIRST_APPEARANCE,7701
35465,6290,FIRST_APPEARANCE,35
35466,6290,FOUND,6309
35467,6290,FOUND,6134
35468,6290,USE,3520
35469,6291,FIRST_APPEARANCE,7701
35470,6291,FIRST_APPEARANCE,35
35471,6291,FOUND,6309
35472,6291,FOUND,6135
35473,6291,USE,3520
35474,6292,FIRST_APPEARANCE,7701
35475,6292,FIRST_APPEARANCE,35
35476,6293,FIRST_APPEARANCE,7701
35477,6293,FIRST_APPEARANCE,35
35478,6293,FOUND,1693
35479,6293,FOUND,2376
35480,6293,USE,3520
35481,6294,FIRST_APPEARANCE,7701
35482,6294,FIRST_APPEARANCE,35
35483,6294,FOUND,1693
35484,6294,FOUND,3528
35485,6294,USE,3520
35486,6294,USE,2704
35487,6295,FIRST_APPEARANCE,7701
35488,6295,FIRST_APPEARANCE,35
35489,6296,FIRST_APPEARANCE,7701
35490,6296,FIRST_APPEARANCE,35
35491,6296,FOUND,1693
35492,6296,FOUND,3539
35493,6296,USE,2704
35494,6297,FIRST_APPEARANCE,7701
35495,6297,FIRST_APPEARANCE,35
35496,6298,FIRST_APPEARANCE,7701
35497,6298,FIRST_APPEARANCE,35
35498,6298,FOUND,6309
35499,6298,FOUND,2669
35500,6298,USE,3520
35501,6299,FIRST_APPEARANCE,7701
35502,6299,FIRST_APPEARANCE,35
35503,6300,FIRST_APPEARANCE,7701
35504,6300,FIRST_APPEARANCE,35
35505,6300,FOUND,1693
35506,6300,FOUND,5085
35507,6300,USE,3520
35508,6301,FIRST_APPEARANCE,7701
35509,6301,FIRST_APPEARANCE,35
35510,6301,FOUND,4712
35511,6301,FOUND,1693
35512,6301,FOUND,251
35513,6301,FOUND,5084
35514,6301,USE,2624
35515,6301,USE,3520
35516,6302,FIRST_APPEARANCE,7701
35517,6302,FIRST_APPEARANCE,35
35518,6302,FOUND,1693
35519,6302,FOUND,3538
35520,6302,USE,3520
35521,6303,FIRST_APPEARANCE,7701
35522,6303,FIRST_APPEARANCE,35
35523,6303,FOUND,1693
35524,6303,FOUND,7452
35525,6303,USE,3520
35526,6304,FIRST_APPEARANCE,7701
35527,6304,FIRST_APPEARANCE,35
35528,6305,FIRST_APPEARANCE,7701
35529,6305,FIRST_APPEARANCE,35
35530,6305,FOUND,1693
35531,6305,USE,3520
35532,6305,USE,2704
35533,6306,FIRST_APPEARANCE,7701
35534,6306,FIRST_APPEARANCE,35
35535,6307,FIRST_APPEARANCE,7701
35536,6307,FIRST_APPEARANCE,35
35537,6307,FOUND,6309
35538,6307,FOUND,6139
35539,6307,USE,3520
35540,6308,FIRST_APPEARANCE,7701
35541,6308,FIRST_APPEARANCE,35
35542,6310,FIRST_APPEARANCE,7701
35543,6310,FIRST_APPEARANCE,35
35544,6310,FOUND,98
35545,6311,FIRST_APPEARANCE,7701
35546,6311,FIRST_APPEARANCE,35
35547,6311,GIVER,6010
35548,6311,TYPE,6055
35549,6311,LOCATION,3502
35550,6311,PREREQUISITES,4633
35551,6312,FIRST_APPEARANCE,7701
35552,6312,FIRST_APPEARANCE,35
35553,6312,HOMELAND,3766
35554,6312,HOMETOWN,98
35555,6312,KINDRED,3980
35556,6312,KINDRED,1581
35557,6312,RACE,6818
35558,6312,AFFILIATION,1554
35559,6312,AFFILIATION,6398
35560,6312,AFFILIATION,3875
35561,6312,AFFILIATION,6010
35562,6313,FIRST_APPEARANCE,2786
35563,6313,FIRST_APPEARANCE,24
35564,6313,RACE,6548
35565,6314,FIRST_APPEARANCE,7795
35566,6314,FIRST_APPEARANCE,33
35567,6314,USE,3386
35568,6316,FIRST_APPEARANCE,7701
35569,6316,FIRST_APPEARANCE,35
35570,6316,COUNTRY,3766
35571,6316,REGION,2275
35572,6317,FIRST_APPEARANCE,7701
35573,6317,FIRST_APPEARANCE,35
35574,6317,HOMELAND,3766
35575,6317,HOMETOWN,2979
35576,6318,FIRST_APPEARANCE,7753
35577,6318,FIRST_APPEARANCE,19
35578,6318,APPEARANCES,7753
35579,6318,APPEARANCES,7709
35580,6318,APPEARANCES,7782
35581,6318,FOUND,2437
35582,6318,FOUND,3934
35583,6318,FOUND,5667
35584,6319,FIRST_APPEARANCE,7720
35585,6319,FIRST_APPEARANCE,11
35586,6319,APPEARANCES,7720
35587,6319,APPEARANCES,7747
35588,6319,APPEARANCES,7753
35589,6319,APPEARANCES,7712
35590,6320,FIRST_APPEARANCE,7747
35591,6320,FIRST_APPEARANCE,7753
35592,6320,FIRST_APPEARANCE,19
35593,6321,FIRST_APPEARANCE,3802
35594,6321,FIRST_APPEARANCE,34
35595,6321,APPEARANCES,3801
35596,6321,FOUND,683
35597,6321,FOUND,75
35598,6321,FOUND,4244
35599,6321,USE,1917
35600,6321,USE,1767
35601,6322,FIRST_APPEARANCE,7701
35602,6322,FIRST_APPEARANCE,35
35603,6322,FOUND,1693
35604,6322,FOUND,8511
35605,6322,USE,2704
35606,6323,FIRST_APPEARANCE,3801
35607,6323,FIRST_APPEARANCE,32
35608,6323,APPEARANCES,3802
35609,6323,APPEARANCES,34
35610,6323,FOUND,3195
35611,6323,USE,4946
35612,6324,FIRST_APPEARANCE,7782
35613,6324,FIRST_APPEARANCE,23
35614,6324,LEARNED,7456
35615,6324,PURPOSE,5914
35616,6324,REQUIREMENTS,8443
35617,6325,FIRST_APPEARANCE,7747
35618,6325,FIRST_APPEARANCE,19
35619,6325,FOUND,7544
35620,6325,USE,3195
35621,6326,FIRST_APPEARANCE,7782
35622,6326,FIRST_APPEARANCE,23
35623,6326,APPEARANCES,7782
35624,6326,APPEARANCES,7760
35625,6327,FIRST_APPEARANCE,7753
35626,6327,FIRST_APPEARANCE,19
35627,6327,FOUND,3669
35628,6328,FIRST_APPEARANCE,7753
35629,6328,FIRST_APPEARANCE,19
35630,6328,FOUND,3669
35631,6328,USE,4550
35632,6329,FIRST_APPEARANCE,7701
35633,6329,FIRST_APPEARANCE,35
35634,6329,LOCATION,2323
35635,6329,LOCATION,2427
35636,6329,LOCATION,2962
35637,6329,ATTACK_METHOD,6468
35638,6329,EFFECTIVE_WEAPON,6210
35639,6329,SPOILS,5537
35640,6329,SPOILS,5545
35641,6329,SPOILS,5547
35642,6330,FIRST_APPEARANCE,7736
35643,6330,FIRST_APPEARANCE,16
35644,6330,APPEARANCES,7736
35645,6330,APPEARANCES,7727
35646,6330,APPEARANCES,7798
35647,6330,APPEARANCES,7701
35648,6330,APPEARANCES,3801
35649,6330,APPEARANCES,3802
35650,6330,FOUND,3234
35651,6330,FOUND,3252
35652,6330,FOUND,75
35653,6330,USE,3733
35654,6330,USE,5304
35655,6330,USE,3378
35656,6330,USE,2704
35657,6330,USE,1686
35658,6331,FIRST_APPEARANCE,7701
35659,6331,FIRST_APPEARANCE,35
35660,6331,FOUND,5618
35661,6331,FOUND,3200
35662,6331,FOUND,3215
35663,6331,USE,1693
35664,6332,FIRST_APPEARANCE,7736
35665,6332,FIRST_APPEARANCE,16
35666,6332,APPEARANCES,7736
35667,6332,APPEARANCES,7727
35668,6332,APPEARANCES,7798
35669,6332,APPEARANCES,7701
35670,6332,APPEARANCES,3801
35671,6332,APPEARANCES,3802
35672,6332,FOUND,3234
35673,6332,FOUND,3252
35674,6332,FOUND,75
35675,6332,USE,3733
35676,6332,USE,5304
35677,6332,USE,3378
35678,6332,USE,2704
35679,6332,USE,1686
35680,6333,FIRST_APPEARANCE,7789
35681,6333,FIRST_APPEARANCE,21
35682,6333,COUNTRY,3345
35683,6334,FIRST_APPEARANCE,7776
35684,6334,FIRST_APPEARANCE,27
35685,6334,LOCATION,2598
35686,6334,LOCATION,6573
35687,6334,LOCATION,7044
35688,6334,EFFECTIVE_WEAPON,847
35689,6336,FIRST_APPEARANCE,7753
35690,6336,FIRST_APPEARANCE,19
35691,6336,FOUND,7588
35692,6336,EFFECTIVE_AGAINST,2084
35693,6336,EFFECTIVE_AGAINST,2941
35694,6336,EFFECTIVE_AGAINST,2986
35695,6336,EFFECTIVE_AGAINST,7246
35696,6337,FIRST_APPEARANCE,7701
35697,6337,FIRST_APPEARANCE,35
35698,6337,COUNTRY,3766
35699,6338,FIRST_APPEARANCE,7701
35700,6338,FIRST_APPEARANCE,35
35701,6338,HOMELAND,3766
35702,6338,HOMETOWN,3200
35703,6338,RACE,3195
35704,6339,FIRST_APPEARANCE,7701
35705,6339,FIRST_APPEARANCE,35
35706,6339,HOMELAND,3766
35707,6339,HOMETOWN,3200
35708,6339,KINDRED,6997
35709,6339,RACE,3195
35710,6340,FIRST_APPEARANCE,7701
35711,6340,HOMELAND,3766
35712,6340,HOMETOWN,6341
35713,6340,RACE,6818
35714,6341,GAME,7701
35715,6341,GAME,35
35716,6341,LOCATION,3342
35717,6341,MAIN_ITEM,7188
35718,6342,FIRST_APPEARANCE,7701
35719,6342,HOMELAND,3766
35720,6342,HOMETOWN,6343
35721,6342,RACE,6818
35722,6343,GAME,7701
35723,6343,GAME,35
35724,6343,LOCATION,3555
35725,6343,MAIN_ITEM,7188
35726,6343,ITEM_USED,4802
35727,6343,ITEM_USED,7288
35728,6344,FIRST_APPEARANCE,7701
35729,6344,FIRST_APPEARANCE,35
35730,6344,COUNTRY,3766
35731,6344,REGION,1949
35732,6345,FIRST_APPEARANCE,7701
35733,6345,FIRST_APPEARANCE,35
35734,6345,HOMELAND,3766
35735,6345,HOMETOWN,4055
35736,6345,KINDRED,811
35737,6345,RACE,6818
35738,6346,FIRST_APPEARANCE,7782
35739,6346,FIRST_APPEARANCE,23
35740,6346,HOMELAND,3766
35741,6346,HOMETOWN,3797
35742,6346,KINDRED,6361
35743,6346,RACE,2121
35744,6347,FIRST_APPEARANCE,7782
35745,6347,FIRST_APPEARANCE,23
35746,6347,APPEARANCES,7782
35747,6347,APPEARANCES,7798
35748,6347,LEARNED,3294
35749,6348,FIRST_APPEARANCE,7798
35750,6348,FIRST_APPEARANCE,24
35751,6348,LOCATION,2640
35752,6348,PRIZE,2801
35753,6348,PRIZE,6442
35754,6348,PROPRIETOR,3584
35755,6349,FIRST_APPEARANCE,7701
35756,6349,FIRST_APPEARANCE,35
35757,6349,COUNTRY,3766
35758,6349,REGION,3200
35759,6349,INHABITANTS,8092
35760,6349,INHABITANTS,8311
35761,6350,FIRST_APPEARANCE,7720
35762,6350,FIRST_APPEARANCE,11
35763,6350,LOCATION,7511
35764,6350,LOCATION,8164
35765,6350,EFFECTIVE_WEAPON,7464
35766,6350,EFFECTIVE_WEAPON,676
35767,6351,FIRST_APPEARANCE,7747
35768,6351,FIRST_APPEARANCE,19
35769,6351,COUNTRY,4320
35770,6351,POINT_OF_INTEREST,1758
35771,6351,POINT_OF_INTEREST,5045
35772,6351,POINT_OF_INTEREST,7544
35773,6351,POINT_OF_INTEREST,3210
35774,6351,POINT_OF_INTEREST,465
35775,6351,POINT_OF_INTEREST,3202
35776,6351,POINT_OF_INTEREST,3338
35777,6351,INHABITANTS,3207
35778,6351,INHABITANTS,3340
35779,6351,INHABITANTS,3266
35780,6351,INHABITANTS,4558
35781,6351,INHABITANTS,7378
35782,6352,FIRST_APPEARANCE,7782
35783,6352,FIRST_APPEARANCE,23
35784,6352,LOCATION,2220
35785,6352,EFFECTIVE_WEAPON,7464
35786,6353,FIRST_APPEARANCE,7701
35787,6353,FIRST_APPEARANCE,35
35788,6353,HOMELAND,3766
35789,6353,HOMETOWN,2979
35790,6353,RACE,2951
35791,6354,FIRST_APPEARANCE,7727
35792,6354,FIRST_APPEARANCE,18
35793,6354,POWER,4550
35794,6354,POWER,5098
35795,6354,POWER,5257
35796,6355,FIRST_APPEARANCE,7727
35797,6355,FIRST_APPEARANCE,18
35798,6355,HOMELAND,7604
35799,6355,HOMETOWN,6357
35800,6355,KINDRED,1738
35801,6355,RACE,3745
35802,6356,FIRST_APPEARANCE,7701
35803,6356,FIRST_APPEARANCE,35
35804,6356,COUNTRY,3766
35805,6357,FIRST_APPEARANCE,7727
35806,6357,FIRST_APPEARANCE,18
35807,6357,COUNTRY,7604
35808,6357,POINT_OF_INTEREST,1774
35809,6357,POINT_OF_INTEREST,2124
35810,6357,INHABITANTS,1738
35811,6357,INHABITANTS,2403
35812,6357,INHABITANTS,3388
35813,6357,INHABITANTS,4854
35814,6357,INHABITANTS,6355
35815,6358,FIRST_APPEARANCE,7760
35816,6358,FIRST_APPEARANCE,25
35817,6358,HOMELAND,8541
35818,6358,HOMETOWN,5213
35819,6358,KINDRED,6359
35820,6358,KINDRED,5565
35821,6358,RACE,3729
35822,6359,FIRST_APPEARANCE,7760
35823,6359,FIRST_APPEARANCE,25
35824,6359,HOMELAND,8541
35825,6359,HOMETOWN,5213
35826,6359,KINDRED,6358
35827,6359,KINDRED,5565
35828,6359,RACE,3729
35829,6361,FIRST_APPEARANCE,7782
35830,6361,FIRST_APPEARANCE,23
35831,6361,HOMELAND,3766
35832,6361,HOMETOWN,3797
35833,6361,KINDRED,455
35834,6361,RACE,3745
35835,6361,AFFILIATION,8584
35836,6362,FIRST_APPEARANCE,7701
35837,6362,HOMELAND,3766
35838,6362,HOMETOWN,6363
35839,6362,RACE,6818
35840,6363,GAME,7701
35841,6363,GAME,35
35842,6363,LOCATION,3555
35843,6363,MAIN_ITEM,7188
35844,6364,FIRST_APPEARANCE,7701
35845,6364,FIRST_APPEARANCE,35
35846,6364,HOMELAND,3766
35847,6364,RACE,3745
35848,6365,FIRST_APPEARANCE,2786
35849,6365,FIRST_APPEARANCE,24
35850,6365,HOMELAND,6692
35851,6365,RACE,3729
35852,6366,FIRST_APPEARANCE,7727
35853,6366,FIRST_APPEARANCE,18
35854,6366,FOUND,7316
35855,6366,USE,4550
35856,6366,USE,7316
35857,6366,USE,4212
